track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TROBWIG12903CB0FD7,SODWRNB12AB0183B3B,ARGN0KR1187B991A99,Camila,Entre Tus Alas,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Carlos Vives - 19 De Noviembre,Fanny Lu - Es Por Ti,Carlos Vives - Amor Latino,Carlos Vives - 19 De Noviembre,Fanny Lu - Es Por Ti,Carlos Vives - Amor Latino,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Panteón Rococó - La Dosis Perfecta,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Panteón Rococó - La Dosis Perfecta,Enrique Iglesias - Lloro Por Ti,Malu - Llanto Lloro,Luis Miguel - Pensar En Ti,Enrique Iglesias - Lloro Por Ti,Malu - Llanto Lloro,Luis Miguel - Pensar En Ti
TRDWUTF12903CA9249,SODRAIV12A8C1430AB,ARGN0KR1187B991A99,Camila,Me Basto,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Luz Casal - No Te Vayas,Intocable - Te Extrano,Enrique Iglesias - Al Despertar,Luz Casal - No Te Vayas,Intocable - Te Extrano,Enrique Iglesias - Al Despertar,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Jowell & Randy - Te Ando Buscando,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Jowell & Randy - Te Ando Buscando,Julieta Venegas - Despedida,Nena Daconte - Pierdo El Tiempo,Rey Ruiz - No Me Acostumbro,Julieta Venegas - Despedida,Nena Daconte - Pierdo El Tiempo,Rey Ruiz - No Me Acostumbro
TRCRNBS128F9347F55,SOTOLCQ12AF729AC84,ARGN0KR1187B991A99,Camila,Va Para Ti,latin,Enrique Iglesias - Miss You,Tracey Ullman - Breakaway,Los Van Van - El Negro Está Cocinando,Enrique Iglesias - Miss You,Tracey Ullman - Breakaway,Los Van Van - El Negro Está Cocinando,Moenia - Manto Estelar,Mecano - La Estación,Rey Ruiz - No Me Acostumbro,Moenia - Manto Estelar,Mecano - La Estación,Rey Ruiz - No Me Acostumbro,Violadores del Verso - Cantando,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Moenia - Manto Estelar,Pablo Milanés - Te Quiero Porque Te Quiero,Ricardo Montaner - La Novia Del Sol (La Canción de Evaluna),Moenia - Manto Estelar,Pablo Milanés - Te Quiero Porque Te Quiero,Ricardo Montaner - La Novia Del Sol (La Canción de Evaluna)
TRDYKYQ12903CAD2B8,SOCDZHG12A58A81315,AR81DGA1187B9A0A43,Reik,Fui,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Enrique Iglesias - Lloro Por Ti,Gilberto Santa Rosa - No Pense Enamorarme Otra Vez,Canteca de macao - La rabia,Enrique Iglesias - Lloro Por Ti,Gilberto Santa Rosa - No Pense Enamorarme Otra Vez,Canteca de macao - La rabia,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - No Paseis Por Alto A Los Genios,Violadores del Verso - Cantando,Rey Ruiz - Enamorado,Il Divo - Por Ti Seré (You Raise Me Up),Shakira - Que Me Quedes Tu,Rey Ruiz - Enamorado,Shakira - Que Me Quedes Tu,Il Divo - Por Ti Seré (You Raise Me Up)
TRAYQRI12903CAD2A1,SOFPPPB12AB018BB18,AR81DGA1187B9A0A43,Reik,Ilusionado,latin,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Cantando,Bebe - La Coqueta,Daddy Yankee - Todos Quieren A Raymond,Fonseca - Sueño,Bebe - La Coqueta,Daddy Yankee - Todos Quieren A Raymond,Fonseca - Sueño,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Tego Calderon - Llévatelo Todo (Album Version),Plastilina Mosh - Enzo,Daddy Yankee - Todos Quieren A Raymond,Tego Calderon - Llévatelo Todo (Album Version),Plastilina Mosh - Enzo,Daddy Yankee - Todos Quieren A Raymond
TRGFMTT12903CAD2A2,SOIKGCB12AF72A11C6,AR81DGA1187B9A0A43,Reik,Piel De Ciudad,latin,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Lynda - Voy A Seguir,Juanes - Tu Y Yo,Camila - Alejate De Mi,Lynda - Voy A Seguir,Juanes - Tu Y Yo,Camila - Alejate De Mi,Violadores del Verso - Cantando,Juanes - Tu Y Yo,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Juanes - Tu Y Yo,Daddy Yankee - Todos Quieren A Raymond,Juanes - Tu Y Yo,Love Of Lesbian - El ectoplasta,Victor Manuelle - Hazme Sentir,Juanes - Tu Y Yo,Love Of Lesbian - El ectoplasta,Victor Manuelle - Hazme Sentir
TRJXNZL128F92E54EE,SOQUZCC12A8C140463,AR81DGA1187B9A0A43,Reik,Quedate,latin,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Cantando,Gilberto Santa Rosa - Ni Te Llamo Ni Te Busco,Aventura - Todavía Me Amas,Edurne - Aqui Se Termino (Never Forever),Gilberto Santa Rosa - Ni Te Llamo Ni Te Busco,Aventura - Todavía Me Amas,Edurne - Aqui Se Termino (Never Forever),Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Johnny Prez - Entra,Malu - No Voy A Cambiar,KALIMBA - Se Te Olvido,Elvis Crespo - Vuelve Conmigo,Malu - No Voy A Cambiar,KALIMBA - Se Te Olvido,Elvis Crespo - Vuelve Conmigo
TRDOVAF128F93112F7,SOLRFDT12AB0183B0D,ARU3BQ91187FB5A3D6,Animal Collective,Brother Sport,latin,Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Marques Houston - Cancel (Album Version),Lauryn Hill - Interlude 5,Marques Houston - Cancel (Album Version),Fatboy Slim - Acid 8000,Fergie - Get Your Hands Up,Ignite - In Moderation,Depeche Mode - Freestate,Fergie - Get Your Hands Up,Ignite - In Moderation,Depeche Mode - Freestate,Gang Starr - The Illest Brother,Twiztid - She Ain't Afraid,Lauryn Hill - Interlude 5,Gang Starr - The Illest Brother,Us3 - Just Another Brother,Twiztid - She Ain't Afraid,Praga Khan - Far Beyond The Sun,Depeche Mode - Freestate,Buddy Holly - Door To My Heart,Praga Khan - Far Beyond The Sun,Depeche Mode - Freestate,Buddy Holly - Door To My Heart
TRVPMSA128F9331D03,SOJQZHG12AB0185EAB,ART5MUE1187B98C961,Metallica,The Prince,metal,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Diana Krall - I've Grown Accustomed To His Face,Gil Scott-Heron - Me And The Devil,The Pietasters - Crime,Diana Krall - I've Grown Accustomed To His Face,Gil Scott-Heron - Me And The Devil,The Pietasters - Crime,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Savatage - The Hourglass,Ja Rule - One of Us,Scapegoat - Marry the Devil,Jamiroquai - Corner Of The Earth,Insane Clown Posse - Piggy Pie,Stoa - I Wish You Could Smile,Stoa - Autumn,Scapegoat - Marry the Devil,Stoa - I Wish You Could Smile,Stoa - Autumn,Scapegoat - Marry the Devil
TRPCZPE12903CAF5BD,SOAVPPJ12A8C13EFBC,ARC9CR51187FB51A13,Avenged Sevenfold,Second Heartbeat,metal,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rufio - Just a Memory,Leon Jackson - A Song For You,Musiq - Whereareyougoing,Rufio - Just a Memory,Leon Jackson - A Song For You,Musiq - Whereareyougoing,Savatage - The Hourglass,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Savatage - The Hourglass,Eminem - 8 Mile,Wolverine - Towards Loss,John Lee Hooker - It Serves Me Right To Suffer,Wolverine - Towards Loss,Mest - Can't Take This (Album Version),Wolverine - Towards Loss,Mest - Can't Take This (Album Version),Keith Whitley - A Day In The Life Of A Fool
TRNUDHG12903CAF56B,SOLFXQT12A8C13E06C,ARC9CR51187FB51A13,Avenged Sevenfold,To End The Rapture,metal,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Pain of Salvation - Spitfall,Lauryn Hill - Interlude 5,Pain of Salvation - Spitfall,Ja Rule - One of Us,Theatres Des Vampires - Throne Of Dark Immortals,Anacrusis - What You Became,Incantation - Apocalyptic Destroyer of Angels,Theatres Des Vampires - Throne Of Dark Immortals,Anacrusis - What You Became,Bad Religion - Chimaera (Album Version),Savatage - The Hourglass,Josh Groban - It Came Upon A Midnight Clear (Album Version),Recoil - Curse,Josh Groban - It Came Upon A Midnight Clear (Album Version),Nik Kershaw - City Of Angels,Savatage - The Hourglass,Natalie Cole - Ev'ry Time We Say Goodbye,Josh Groban - It Came Upon A Midnight Clear (Album Version),Incantation - Apocalyptic Destroyer of Angels,Natalie Cole - Ev'ry Time We Say Goodbye,Josh Groban - It Came Upon A Midnight Clear (Album Version),Incantation - Apocalyptic Destroyer of Angels
TRJAABI12903CF759F,SOKACRK12AC90759DA,ARJ94571187B98C352,blessthefall,Witness,metal,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,"Brand New Heavies_ The - You Are The Universe (Roger's Universal 7"" Edit)",Chiasm - Incision,Kevin Devine - It's Only Your Life,Chiasm - Incision,"Brand New Heavies_ The - You Are The Universe (Roger's Universal 7"" Edit)",Kevin Devine - It's Only Your Life,Ja Rule - One of Us,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ja Rule - One of Us,Toni Braxton - Breathe Again,Beverley Knight - Till I See Ya,Combichrist - without emotions,Milk Inc. - Breathe Without You,Toni Braxton - Breathe Again,Toni Braxton - Breathe Again,Milk Inc. - Breathe Without You,Beverley Craven - Say You're Sorry
TRREMAP128F42983BD,SOWEDJU12D02198FF6,ARU6HMT1187FB38801,HIM,Heartache Every Moment,metal,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Final Fantasy - The Miner Becomes Forgetful,Reckless Kelly - Broken Heart,Classified - All About U,Final Fantasy - The Miner Becomes Forgetful,Classified - All About U,Reckless Kelly - Broken Heart,Keith Anderson - Lost In This Moment,Sebadoh - Showtape '91,Lauryn Hill - Interlude 5,Keith Anderson - Lost In This Moment,T Bone Burnett - I'm Going On A Long Journey Never To Return,Avant - Heaven,Keith Anderson - Lost In This Moment,Josh Groban - When You Say You Love Me (Album Version),Dark Fortress - Hirudineans,Keith Anderson - Lost In This Moment,Josh Groban - When You Say You Love Me (Album Version),Dark Fortress - Hirudineans
TRFRDZW128F429C337,SOAVNID12A8C13B197,ARU6HMT1187FB38801,HIM,Sigillum Diaboli,metal,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bouncing Souls_ The - Pervert,Joe Henry - Sold,Gang Starr - Gotta Get Over (Taking Loot) (Explicit),Bouncing Souls_ The - Pervert,Joe Henry - Sold,Gang Starr - Gotta Get Over (Taking Loot) (Explicit),Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Sonique - You're The Reason,Carole King - Child Of Mine,The Cardigans - Explode,Harry Connick_ Jr. - We Are In Love,The Mick Fleetwood Blues Band - Black Magic Woman,The Cardigans - Explode,Harry Connick_ Jr. - We Are In Love,The Mick Fleetwood Blues Band - Black Magic Woman
TRHVUCJ128F934B68C,SOPDMDM12A8C132ABD,ARWMY7E1187B9B7049,As I Lay Dying,Refined By Your Embrace,metal,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Jay-Jay Johanson - I fantasize of you,Eminem - Rabbit Run,KATAKLYSM - Beyond Salvation,Jay-Jay Johanson - I fantasize of you,Eminem - Rabbit Run,KATAKLYSM - Beyond Salvation,Patrizio Buanne - A Man Without Love,Juice Newton - Lay Back In The Arms Of Someone,Eminem - My Darling,Juice Newton - Lay Back In The Arms Of Someone,Patrizio Buanne - A Man Without Love,Toni Braxton - Breathe Again,Juice Newton - Lay Back In The Arms Of Someone,Patrizio Buanne - A Man Without Love,Annihilator - Hunter killer,Juice Newton - Lay Back In The Arms Of Someone,Patrizio Buanne - A Man Without Love,Annihilator - Hunter killer
TRIBZVH128F934B68D,SOWJVZY12A8C132AC2,ARWMY7E1187B9B7049,As I Lay Dying,The Innocence Spilled,metal,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - My Darling,Dashboard Confessional - The End Of An Anchor,Robben Ford - Something For The Pain,Dominici - So Help Me God,Dashboard Confessional - The End Of An Anchor,Robben Ford - Something For The Pain,Onyx - Feel Me,Hollywood Undead - Pain,Ja Rule - One of Us,Tech N9ne - One Good Time,Hollywood Undead - Pain,Bon Jovi - This Ain't A Love Song,My Dying Bride - Grace Unhearing,Hollywood Undead - Pain,My Dying Bride - Grace Unhearing,Lorrie Morgan - Tears On My Pillow,Hollywood Undead - Pain,My Dying Bride - Grace Unhearing,Bon Jovi - This Ain't A Love Song
TRZOLOQ128F428FA00,SOHEPVU12A8C13A03D,ARMGBBW1187FB4A7A0,August Burns Red,An American Dream,metal,Lauryn Hill - Interlude 5,Ja Rule - One of Us,The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Jennifer Lopez - The Way It Is,Silje Nergaard - This Is Not America,Poisonblack - Bear The Cross,Against All Authority - Threat,Silje Nergaard - This Is Not America,Poisonblack - Bear The Cross,Against All Authority - Threat,The Streets - Weak Become Heroes,Ja Rule - One of Us,Lauryn Hill - Interlude 5,The Streets - Weak Become Heroes,Ja Rule - One of Us,Pain of Salvation - Kingdom of Loss,Knapsack - Simple Favor,Good Riddance - Torches and Tragedies,Lard - Moths,Knapsack - Simple Favor,Good Riddance - Torches and Tragedies,Lard - Moths
TRFQWAQ128F14B084D,SOLXNXB12A6D4FBCDA,ARPFK3E1187B9A43BF,Underoath,The Changing Of Times,metal,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Musiq - Whereareyougoing,Ginuwine - Only When ur Lonely,Hello Saferide - Get Sick Soon,Musiq - Whereareyougoing,Ginuwine - Only When ur Lonely,Hello Saferide - Get Sick Soon,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Recoil - Curse,REO Speedwagon - Wherever You're Goin' (It's Alright),Kelly Price - Don't Say Goodbye,Eternal - Good Thing,Enya - Someone Said Goodbye,John Mayer - All We Ever Do Is Say Goodbye,REO Speedwagon - Wherever You're Goin' (It's Alright),Enya - Someone Said Goodbye,Kelly Price - Don't Say Goodbye,REO Speedwagon - Wherever You're Goin' (It's Alright)
TRLKWJA128F92E154E,SOFDWFR12A58A77D46,ARLHB6B1187B9B1B14,Haste The Day,Autumn,metal,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Daft Punk - Touch It / Technologic,The Roots - Mellow My Man,Daft Punk - Touch It / Technologic,Slick Rick - Let's Get Crazy,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Texta - Sprachbarrieren,Jupiter Jones - Auf das Leben,Samy Deluxe - Viel Mehr,Texta - Sprachbarrieren,Jupiter Jones - Auf das Leben,Samy Deluxe - Viel Mehr,Blumentopf - Von Disco Zu Disco,Rapsoul - Gott schenk ihr Flügel,Olli Banjo - Toastbrot,Blumentopf - Von Disco Zu Disco,Rapsoul - Gott schenk ihr Flügel,Olli Banjo - Toastbrot,Jupiter Jones - Auf das Leben,Ohrbooten - Dschungelpartei,Rammstein - ROSENROT,Jupiter Jones - Auf das Leben,Ohrbooten - Dschungelpartei,Rammstein - ROSENROT
TRNQSWR128EF34375F,SOWHMAY12A67ADD2E3,ARLHB6B1187B9B1B14,Haste The Day,Chorus Of Angels,metal,Ja Rule - One of Us,Lauryn Hill - Interlude 5,Röyksopp - Remind Me (Live),Röyksopp - Remind Me (Live),Fatboy Slim - Right Here Right Now,Ja Rule - One of Us,Ed Harcourt - Fireflies Take Flight,Röyksopp - Remind Me (Live),Vienna Teng - Now Three,Ed Harcourt - Fireflies Take Flight,Vienna Teng - Now Three,Röyksopp - Remind Me (Live),Prince - I Love U In Me ( LP Version),Lauryn Hill - Interlude 5,The Streets - Weak Become Heroes,Josh Groban - It Came Upon A Midnight Clear (Album Version),Lemar - Lullaby,Fatboy Slim - Right Here Right Now,Josh Groban - It Came Upon A Midnight Clear (Album Version),The Prodigy - Wake Up Call (Album Version),Little Big Town - From This Dream,Josh Groban - It Came Upon A Midnight Clear (Album Version),Lemar - Lullaby,Little Big Town - From This Dream
TRGQLSE128F93257D8,SOUZNST12A58A7EF1D,ARQETJY1187FB3FE74,Demon Hunter,Follow The Wolves,metal,Ja Rule - One of Us,Eminem - If I Had,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Eminem - If I Had,BAL-SAGOTH - The chronicle of shadows,Goatwhore - Vengeance of Demonic Fury,Sandy Denny - Full Moon,Akercocke - Son Of The Morning,Sandy Denny - Full Moon,Goatwhore - Vengeance of Demonic Fury,Akercocke - Son Of The Morning,Cross Canadian Ragweed - 17,Savatage - The Hourglass,Lard - The Power Of Lard,Cross Canadian Ragweed - 17,Amon Amarth - Abandoned,Lard - The Power Of Lard,Cross Canadian Ragweed - 17,Amon Amarth - Abandoned,Neil Young - Stayin' Power (Remastered Album Version),Cross Canadian Ragweed - 17,Amon Amarth - Abandoned,Dismantled - Extirpation
TRCAWAA128F93257D1,SOCLOSW12AB0187E07,ARQETJY1187FB3FE74,Demon Hunter,I Am You,metal,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Kingston Falls - The Weak Shall Prevail,For Today - Redemption,Seventh Day Slumber - Burning Bridges,Kingston Falls - The Weak Shall Prevail,For Today - Redemption,Seventh Day Slumber - Burning Bridges,Flobots - Rise,R. Kelly - Rise Up,Eminem - My Darling,Flobots - Rise,R. Kelly - Rise Up,Cannibal Corpse - Sentenced to Burn,Skinlab - No Sympathy (for The Devil),Flobots - Rise,Cannibal Corpse - Sentenced to Burn,Skinlab - No Sympathy (for The Devil),Flobots - Rise,Cannibal Corpse - Sentenced to Burn
TRWPRIF128EF34B8F8,SOXZKPU12AF72AAB3B,ARQETJY1187FB3FE74,Demon Hunter,The Science Of Lies,metal,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Immortal Technique - The 4th Branch,Sebadoh - Showtape '91,Andrew Lloyd Webber - Masquerade,Immortal Technique - The 4th Branch,Sebadoh - Showtape '91,Andrew Lloyd Webber - Masquerade,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Aceyalone - Mr. Outsider,Ja Rule - One of Us,Twiztid - Buckets of Blood,Nothingface - Incarnadine,Depeche Mode - Freestate,Beverley Craven - Phoenix From The Fire,Our Last Night - Forecasting,Beverley Craven - Phoenix From The Fire,Depeche Mode - Freestate,Nothingface - Incarnadine
TRKLLYD128F4273FF4,SOHRFIP12A8C12FFD1,AR8DTVF1187B9AA292,Ozzy Osbourne,Slow Down,metal,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Field Music - You're Not Supposed To,Harry Belafonte - Angelina,The Plasmatics - You're A Zombie,Harry Belafonte - Angelina,The Plasmatics - You're A Zombie,Kevin Devine - It's Only Your Life,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),OutKast - Mainstream,UGK (Underground Kingz) - She Luv It,Mariah Carey - Joy Ride,UGK (Underground Kingz) - She Luv It,Michelle Williams - Stop This Car,Massive Attack - Saturday Come Slow,Wolverine - Towards Loss,Room Eleven - Swimmer,Wolverine - Towards Loss,Massive Attack - Saturday Come Slow,Room Eleven - Swimmer
